WindowNumber,WindowAreaSum,WindowAreaAvg,DistanceToWindowSum,DistanceToWindowAvg,ViewVectorandWindowCenterAngleAvg,RoomWidth,RoomHeight,RoomDepth,RoomVolume,WholeRoomVolume,WindowToWallRatio,VWindowDispersion,HWindowDispersion,WindowLengthSum,WindowLengthAvg,WindowHeightSum,WindowHeightAvg,AspectRatioAvg,WindowHorizontalAngleSum,WindowHorizontalAngleAvg,WindowVerticalAngleSum,WindowVerticalAngleAvg,HViewAngle,VViewAngle,Z1PtsCount,Z2PtsCount,Z2PtsCountZ1PtsCount,Z3PtsCount,Z4PtsCount,Z1PtsCountRatio,Z2PtCountRatio,Z2PtsCountZ1PtsCountRatio,Z3PtsCountRatio,Z4PtsCountRatio,BuildingPtsCount,EquipmentPtsCount,TreePtsCount,PavementPtsCount,GrassPtsCount,WaterPtsCount,DynamicPtsCount,TreePtsCountGrassPtsCount,SkyPtsCount,BuildingPtsCountRatio,EquipmentPtsCountRatio,TreePtsCountRatio,PavementPtsCountRatio,GrassPtsCountRatio,WaterPtsCountRatio,DynamicPtsRatio,TreePtsCountGrassPtsCountRatio,SkyPtsCountRatio,BuildingIsClosest,EquipmentIsClosest,TreeIsClosest,DynamicIsClosest,SkyIsClosest,ClosestObjectDist,ElementNumber,FloorHeights,BuildingClosestDist,EquipmentClosestDist,TreeClosestDist,GrassClosestDist,WaterClosestDist,NatureClosestDist,DynamicClosestDist,SkyClosestDist,SkyCondition,ViewContent,ViewAccess,Privacy,OverallRating
3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,5293,10720,16013,13623,13623,0.122356042,0.247809704,0.370165746,0.314917127,0.314917127,10577,0,16967,0,14971,0,0,31938,744,0.244504034,0,0.39221896,0,0.346078273,0,0,0.738297233,0.017198733,0,0,1,0,0,3.193260997,4,1.688093781,33.97010194,50000,3.193260997,7.217874009,50000,3.193260997,50000,52776.34644,0,1.716666667,2.283333333,0.6,0.95
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,0,0,0,0,12702,6246,412,12702,20460,0,0,0,0,0.318985434,0.156855851,0.01034656,0.318985434,0.513812155,0,0,0,1,0,41.61019973,4,12.54902554,50000,50000,50000,47.6838883,161.9399741,47.6838883,41.61019973,55707.25621,2,3.933333333,3.333333333,-1.933333333,1.5
3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,5293,10720,16013,13623,13623,0.122356042,0.247809704,0.370165746,0.314917127,0.314917127,19242,0,11755,555,1239,0,0,12994,10468,0.444809173,0,0.271735361,0.0128297,0.028641439,0,0,0.3003768,0.241984327,0,0,1,0,0,17.77992812,5,9.595144056,67.0987962,50000,17.77992812,76.88363875,50000,17.77992812,50000,54096.20184,2,2.8,2.383333333,1.45,1.283333333
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,18849,15231,0,0,0,0,0,0,0,0.553080986,0.446919014,0,0,0,0,0,0,0,0,1,0,0,0,5.091801396,2,1.542572308,5.471928274,5.091801396,50000,50000,50000,50000,50000,50000,0,-4.36,-2.5,3.4,-4.38
3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,5293,10720,16013,13623,13623,0.122356042,0.247809704,0.370165746,0.314917127,0.314917127,20182,0,13260,3810,172,0,126,13432,5709,0.466538755,0,0.30652581,0.088074158,0.003976051,0,0.002912689,0.310501861,0.131972538,0,0,1,0,0,29.36360979,6,3.098560665,32.68096291,50000,29.36360979,153.7426651,50000,29.36360979,108.9328179,53539.96352,1,-1,1.58,1.86,0.38
1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,6798,7260,14058,3834,0,0.379946345,0.405767941,0.785714286,0.214285714,0,16980,0,0,95,0,0,817,0,0,0.949027498,0,0,0.005309636,0,0,0.045662866,0,0,1,0,0,0,0,16.39880722,3,3.839454889,16.39880722,50000,50000,50000,50000,50000,31.25266152,50000,0,0.575,-0.625,-1.625,-0.325
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,18393,0,7388,7918,0,0,381,7388,0,0.539700704,0,0.216784038,0.232335681,0,0,0.011179577,0.216784038,0,1,0,0,0,0,10.04012819,4,1.810287982,10.04012819,50000,10.69384134,50000,50000,10.69384134,11.09621439,50000,0,1.48,0.76,-2.82,-0.1
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,8601,0,200,4290,0,6296,0,200,20433,0.215996986,0,0.005022602,0.107734807,0,0.158111502,0,0.005022602,0.513134103,1,0,0,0,0,304.3849807,5,122.5,304.3849807,50000,434.2897875,50000,898.1180439,434.2897875,50000,55697.57825,2,4.14,3.88,3.7,3.84
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,6254,0,3925,0,0,0,0,3925,18201,0.220366455,0,0.138301621,0,0,0,0,0.138301621,0.641331924,0,0,1,0,0,54.28791037,3,15.55939102,87.50324346,50000,54.28791037,50000,50000,54.28791037,50000,55092.1502,1,-1.3,-0.64,0.9,-0.96
1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,6901,13668,20569,17499,1535,0.174254476,0.345125369,0.519379845,0.441860465,0.03875969,9836,0,9910,0,2452,3709,0,12362,15244,0.239022138,0,0.240820393,0,0.059585429,0.090131467,0,0.300405822,0.370440573,0,0,1,0,0,35.75835795,5,1.669704518,126.7357308,50000,35.75835795,11.99365445,45.95266352,11.99365445,50000,52441.25628,1,2.82,2.8,1.18,2.14
1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,6798,7260,14058,12141,0,0.259475553,0.277109813,0.536585366,0.463414634,0,5522,0,4590,0,0,0,0,4590,16087,0.210771403,0,0.175197527,0,0,0,0,0.175197527,0.61403107,0,0,1,0,0,117.9993371,3,26.14285469,193.4808136,50000,117.9993371,50000,50000,117.9993371,50000,56228.90886,2,3.1,2.6,3.7,3.16
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,0,0,0,0,8983,5520,377,8983,19200,0,0,0,0,0.263585681,0.161971831,0.011062207,0.263585681,0.563380282,0,0,0,1,0,41.58865355,4,12.54902554,50000,50000,50000,54.39605562,195.7266634,54.39605562,41.58865355,54693.46928,2,4.28,2.72,2.16,3.38
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,13540,0,0,0,13760,0,0,13760,12520,0.340030136,0,0,0,0.345554997,0,0,0.345554997,0.314414867,1,0,0,0,0,111.2982616,3,20.59491492,111.2982616,50000,50000,103.7593671,50000,103.7593671,50000,55404.90569,2,0.04,2.02,0.54,0.46
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,23887,0,3931,0,0,0,0,3931,562,0.841684285,0,0.138513037,0,0,0,0,0.138513037,0.019802678,0,0,1,0,0,7.57824838,3,10.73494376,36.72135176,50000,7.57824838,50000,50000,7.57824838,50000,57146.3329,1,-1.716666667,0.45,-1.183333333,-0.95
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,7424,0,10503,1907,7999,0,68,18502,5946,0.219339971,0,0.310308151,0.056341773,0.236328183,0,0.002009041,0.546636334,0.175672881,0,0,0,1,0,80.77519952,6,20.79686546,495.3892032,50000,143.3533388,84.81357417,50000,84.81357417,80.77519952,56602.21806,2,3.62,2.98,2.2,3.18
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,5898,0,9941,0,718,4773,0,10659,12517,0.174254735,0,0.293704021,0,0.021213106,0.141016929,0,0.314917127,0.369811209,0,0,1,0,0,335.9982645,5,34.38318512,685.3440822,50000,335.9982645,757.0133711,318.0033387,335.9982645,50000,56713.48394,2,4.3,3.86,2.98,3.98
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,3091,0,14113,0,0,0,15708,14113,935,0.091322717,0,0.416964576,0,0,0,0.464088398,0.416964576,0.027624309,0,0,0,1,0,1.573017829,4,4.175288677,22.89920111,50000,18.22658551,50000,50000,18.22658551,1.573017829,55360.21129,0,1.25,1.766666667,-0.733333333,1.516666667
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,16945,0,119,945,137,0,0,256,10234,0.597075405,0,0.004193094,0.033298097,0.004827343,0,0,0.009020437,0.360606061,1,0,0,0,0,56.03285077,5,0,56.03285077,50000,102.5661639,137.0092266,50000,102.5661639,50000,55093.5307,2,1.6,2.5,2.5,2.32
3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,5293,9916,15209,7037,1135,0.226380394,0.424105043,0.650485437,0.300970874,0.048543689,19281,927,3119,0,0,0,0,3119,1290,0.783239225,0.037656904,0.12670106,0,0,0,0,0.12670106,0.052402811,0,0,1,0,0,4.899393661,4,1.403300293,4.911716004,4.911716004,4.899393661,50000,50000,4.899393661,50000,51800.63832,0,-1.52,1.64,-0.22,0.92
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,6876,0,0,6060,0,0,4531,0,16380,0.203149467,0,0,0.179040979,0,0,0.133867108,0,0.483942447,0,0,0,1,0,99.67642343,4,34.11987686,178.9234953,50000,50000,50000,50000,50000,99.67642343,56937.82692,2,-1.7,1.55,-0.1,-1.75
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,17482,0,311,3289,359,0,0,670,12406,0.516500724,0,0.009188407,0.097172571,0.010606553,0,0,0.01979496,0.366531746,1,0,0,0,0,20.8568363,5,2.285871327,20.8568363,50000,39.323041,11.78190351,50000,11.78190351,50000,56711.82798,2,1.34,1.8,-2.06,0.32
3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,5293,10720,16013,13623,13623,0.122356042,0.247809704,0.370165746,0.314917127,0.314917127,26411,0,5879,9700,0,0,1047,5879,222,0.610531912,0,0.135902356,0.224230796,0,0,0.024203056,0.135902356,0.00513188,0,0,0,1,0,60.05557002,5,97.95348358,97.10265178,50000,62.76127463,50000,50000,62.76127463,60.05557002,52183.0072,0,3.46,3.76,0.66,2.68
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,2539,3269,11770,11899,398,0,505,12168,3467,0.075014034,0.096581676,0.347741306,0.351552575,0.011758797,0,0.014920082,0.359500103,0.10243153,0,1,0,0,0,13.56064652,7,1.883717239,54.44883852,13.56064652,19.83784103,12.5117731,50000,12.5117731,27.59443427,56261.2956,2,-3.35,0.525,-3.175,-2.75
3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,5293,9916,15209,7037,1135,0.226380394,0.424105043,0.650485437,0.300970874,0.048543689,8060,0,2573,2894,0,26,3196,2573,7868,0.327416013,0,0.104521266,0.117561035,0,0.001056181,0.12982898,0.104521266,0.319616525,0,0,0,1,0,23.06708527,6,2.145730329,25.40473289,50000,47.58112114,50000,30.70546987,47.58112114,23.06708527,53062.14565,1,3.22,1.58,0.56,2.74
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,15767,0,11698,0,12355,0,0,24053,0,0.395956806,0,0.293771974,0,0.31027122,0,0,0.604043194,0,0,0,1,0,0,14.91034113,3,4.763897657,40.41383656,50000,14.91034113,18.03806285,50000,14.91034113,50000,50000,0,-0.016666667,2.616666667,-1.166666667,0.733333333
1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,6798,7260,14058,3834,0,0.379946345,0.405767941,0.785714286,0.214285714,0,6578,0,1051,63,0,0,0,1051,10200,0.367650347,0,0.058741337,0.003521127,0,0,0,0.058741337,0.57008719,0,0,1,0,0,716.428845,4,64.25656272,740.4659843,50000,716.428845,50000,50000,716.428845,50000,57331.32014,2,2.64,0.5,2.9,2.04
1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,6798,7260,14058,12141,0,0.259475553,0.277109813,0.536585366,0.463414634,0,14504,0,8622,321,0,0,330,8622,2422,0.553608916,0,0.32909653,0.012252376,0,0,0.012595901,0.32909653,0.092446277,0,0,0,1,0,24.35217451,5,4.393107414,30.51896935,50000,26.94679602,50000,50000,26.94679602,24.35217451,55027.88812,1,-0.133333333,0.333333333,0.4,0.533333333
3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,5293,9916,15209,7037,1135,0.226380394,0.424105043,0.650485437,0.300970874,0.048543689,17245,0,6714,0,658,0,0,7372,0,0.700532153,0,0.272738352,0,0.026729496,0,0,0.299467847,0,0,0,1,0,0,15.05593972,3,4.763897657,35.76920581,50000,15.05593972,39.08585659,50000,15.05593972,50000,50000,0,-1.4,0.375,-2.375,-0.85
